ID,Prediction
1,0.779678023774
2,0.577121918417
3,0.945058800676
4,0.388500854162
5,0.744579319373
6,0.623244175001
7,0.957008547009
8,0.951268453768
9,0.873728125461
10,0.962176470588
11,0.991984126984
12,0.973352272727
13,0.716896610569
14,0.995220588235
15,0.99875
16,0.91275961212
17,1.0
18,0.523783454078
19,0.326382937169
20,0.236450488538
21,0.62841672509
22,1.0
23,0.86571501048
24,0.461691390005
25,0.687507598478
26,0.995476190476
27,0.532525479725
28,0.999
29,1.0
30,0.973558316683
31,0.518609142794
32,0.9975
33,0.9875
34,1.0
35,0.9975
36,0.804659296586
37,0.170620424355
38,0.434083321565
39,0.91857972583
40,0.457531789802
41,0.983597222222
42,0.690571205583
43,0.357101907025
44,0.968100870193
45,0.892015031022
46,0.934048202614
47,0.98125
48,0.992386363636
49,1.0
50,0.781423699666
51,0.988333333333
52,0.4705498366
53,0.987279411765
54,0.967398255814
55,0.996931818182
56,0.329221073345
57,0.693922110872
58,0.532350277174
59,1.0
60,0.960391042781
61,0.832316350145
62,0.512577114879
63,0.974250541126
64,0.880258914288
65,0.99875
66,0.9975
67,0.997
68,0.980823529412
69,0.410641753196
70,0.340447476184
71,0.240469604554
72,0.432637615993
73,0.9975
74,0.98875
75,0.40755862567
76,0.662482186437
77,0.991360294118
78,0.911577376871
79,0.881603432002
80,0.99875
81,0.782526221328
82,0.48150833467
83,0.35415924868
84,0.99125
85,0.997181818182
86,0.311188521391
87,0.995
88,0.986985294118
89,0.998823529412
90,0.443778432199
91,0.996323529412
92,0.870123445998
93,0.972111111111
94,0.995
95,0.830163192975
96,0.301197602311
97,0.786145480849
98,0.330066676272
99,0.897538885609
100,0.87409887365
101,0.977008547009
102,0.98875
103,0.991527777778
104,0.380333275534
105,0.985535714286
106,1.0
107,0.362070015997
108,0.990093582888
109,1.0
110,0.859652627601
111,0.992638888889
112,0.983174688057
113,0.987888888889
114,0.665820808277
115,0.43048428519
116,0.995
117,0.439764261578
118,0.829854713097
119,0.996363636364
120,0.986111111111
121,0.993823529412
122,0.998823529412
123,0.996022727273
124,0.99875
125,0.881776065912
126,0.984248251748
127,0.926879159239
128,0.850890236398
129,0.991527777778
130,0.233599019445
131,0.991985294118
132,0.988198529412
133,0.986527777778
134,0.999411764706
135,1.0
136,0.98753968254
137,0.616131628176
138,0.295234685701
